given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
majestic,gos-sip-y,gos-sipy,1,3,2
embezzle,gos-sip-y,gos-sipy,1,3,2
entrapment,gos-sip-y,gos-sipy,1,3,2
windmill,gos-sip-y,gos-sipy,1,3,2
binge,gos-sip-y,gos-sipy,1,3,2
stager,gos-sip-y,gos-sipy,1,3,2
bedsore,gos-sip-y,gos-sipy,1,3,2
sully,gos-sip-y,gos-sipy,1,3,2
burlesque,gos-sip-y,gos-sipy,1,3,2
wind,gos-sip-y,gos-sipy,1,3,2
transpose,gos-sip-y,gos-sipy,1,3,2
quintuple,gos-sip-y,gos-sipy,1,3,2
evocative,gos-sip-y,gos-sipy,1,3,2
intolerable,gos-sip-y,gos-sipy,1,3,2
unshaded,gos-sip-y,gos-sipy,1,3,2
morality,gos-sip-y,gos-sipy,1,3,2
taskmaster,gos-sip-y,gos-sipy,1,3,2
nettle,gos-sip-y,gos-sipy,1,3,2
elegy,gos-sip-y,gos-sipy,1,3,2
partition,gos-sip-y,gos-sipy,1,3,2
enclose,gos-sip-y,gos-sipy,1,3,2
tidiness,gos-sip-y,gos-sipy,1,3,2
foundation,gos-sip-y,gos-sipy,1,3,2
smoother,gos-sip-y,gos-sipy,1,3,2
nearsighted,gos-sip-y,gos-sipy,1,3,2
prim,gos-sip-y,gos-sipy,1,3,2
cruel,gos-sip-y,gos-sipy,1,3,2
patten,gos-sip-y,gos-sipy,1,3,2
enlightenment,gos-sip-y,gos-sipy,1,3,2
televise,gos-sip-y,gos-sipy,1,3,2
liquefaction,gos-sip-y,gos-sipy,1,3,2
disk,gos-sip-y,gos-sipy,1,3,2
engagement,gos-sip-y,gos-sipy,1,3,2
microcode,gos-sip-y,gos-sipy,1,3,2
quondam,gos-sip-y,gos-sipy,1,3,2
laager,gos-sip-y,gos-sipy,1,3,2
noggin,gos-sip-y,gos-sipy,1,3,2
wasted,gos-sip-y,gos-sipy,1,3,2
diversification,gos-sip-y,gos-sipy,1,3,2
heartwarming,gos-sip-y,gos-sipy,1,3,2
codex,gos-sip-y,gos-sipy,1,3,2
doleful,gos-sip-y,gos-sipy,1,3,2
cope,gos-sip-y,gos-sipy,1,3,2
giantess,gos-sip-y,gos-sipy,1,3,2
basement,gos-sip-y,gos-sipy,1,3,2
shrubbery,gos-sip-y,gos-sipy,1,3,2
forested,gos-sip-y,gos-sipy,1,3,2
memorable,gos-sip-y,gos-sipy,1,3,2
piranha,gos-sip-y,gos-sipy,1,3,2
verbose,gos-sip-y,gos-sipy,1,3,2
classifier,gos-sip-y,gos-sipy,1,3,2
son,gos-sip-y,gos-sipy,1,3,2
quaff,gos-sip-y,gos-sipy,1,3,2
mastery,gos-sip-y,gos-sipy,1,3,2
uncleanliness,gos-sip-y,gos-sipy,1,3,2
liven,gos-sip-y,gos-sipy,1,3,2
devastation,gos-sip-y,gos-sipy,1,3,2
huffy,gos-sip-y,gos-sipy,1,3,2
cur,gos-sip-y,gos-sipy,1,3,2
kidnap,gos-sip-y,gos-sipy,1,3,2
prick,gos-sip-y,gos-sipy,1,3,2
hatter,gos-sip-y,gos-sipy,1,3,2
vindication,gos-sip-y,gos-sipy,1,3,2
vestibule,gos-sip-y,gos-sipy,1,3,2
rat,gos-sip-y,gos-sipy,1,3,2
antipathy,gos-sip-y,gos-sipy,1,3,2
convincing,gos-sip-y,gos-sipy,1,3,2
melatonin,gos-sip-y,gos-sipy,1,3,2
sixty,gos-sip-y,gos-sipy,1,3,2
indoor,gos-sip-y,gos-sipy,1,3,2
philosopher,gos-sip-y,gos-sipy,1,3,2
countrywide,gos-sip-y,gos-sipy,1,3,2
nerd,gos-sip-y,gos-sipy,1,3,2
unset,gos-sip-y,gos-sipy,1,3,2
infighting,gos-sip-y,gos-sipy,1,3,2
unlined,gos-sip-y,gos-sipy,1,3,2
unrehearsed,gos-sip-y,gos-sipy,1,3,2
cloak,gos-sip-y,gos-sipy,1,3,2
legged,gos-sip-y,gos-sipy,1,3,2
curtain,gos-sip-y,gos-sipy,1,3,2
underwrite,gos-sip-y,gos-sipy,1,3,2
nebula,gos-sip-y,gos-sipy,1,3,2
lilt,gos-sip-y,gos-sipy,1,3,2
telling,gos-sip-y,gos-sipy,1,3,2
stoical,gos-sip-y,gos-sipy,1,3,2
liaison,gos-sip-y,gos-sipy,1,3,2
innocent,gos-sip-y,gos-sipy,1,3,2
frenetic,gos-sip-y,gos-sipy,1,3,2
end,gos-sip-y,gos-sipy,1,3,2
wile,gos-sip-y,gos-sipy,1,3,2
giggling,gos-sip-y,gos-sipy,1,3,2
evict,gos-sip-y,gos-sipy,1,3,2
urn,gos-sip-y,gos-sipy,1,3,2
segmental,gos-sip-y,gos-sipy,1,3,2
hysteria,gos-sip-y,gos-sipy,1,3,2
jostle,gos-sip-y,gos-sipy,1,3,2
pilfer,gos-sip-y,gos-sipy,1,3,2
predetermined,gos-sip-y,gos-sipy,1,3,2
carol,gos-sip-y,gos-sipy,1,3,2
clarity,gos-sip-y,gos-sipy,1,3,2
comprehensively,gos-sip-y,gos-sipy,1,3,2
golliwog,gos-sip-y,gos-sipy,1,3,2
respirator,gos-sip-y,gos-sipy,1,3,2
eightfold,gos-sip-y,gos-sipy,1,3,2
farrier,gos-sip-y,gos-sipy,1,3,2
car,gos-sip-y,gos-sipy,1,3,2
display,gos-sip-y,gos-sipy,1,3,2
harried,gos-sip-y,gos-sipy,1,3,2
dastardly,gos-sip-y,gos-sipy,1,3,2
astoundingly,gos-sip-y,gos-sipy,1,3,2
moribund,gos-sip-y,gos-sipy,1,3,2
pontifical,gos-sip-y,gos-sipy,1,3,2
reinforce,gos-sip-y,gos-sipy,1,3,2
puppet,gos-sip-y,gos-sipy,1,3,2
belittling,gos-sip-y,gos-sipy,1,3,2
pretender,gos-sip-y,gos-sipy,1,3,2
miss,gos-sip-y,gos-sipy,1,3,2
reindeer,gos-sip-y,gos-sipy,1,3,2
righteous,gos-sip-y,gos-sipy,1,3,2
publican,gos-sip-y,gos-sipy,1,3,2
trustful,gos-sip-y,gos-sipy,1,3,2
leggings,gos-sip-y,gos-sipy,1,3,2
untouched,gos-sip-y,gos-sipy,1,3,2
talent,gos-sip-y,gos-sipy,1,3,2
bucket,gos-sip-y,gos-sipy,1,3,2
grammarian,gos-sip-y,gos-sipy,1,3,2
invoke,gos-sip-y,gos-sipy,1,3,2
designation,gos-sip-y,gos-sipy,1,3,2
hijacking,gos-sip-y,gos-sipy,1,3,2
penology,gos-sip-y,gos-sipy,1,3,2
clashing,gos-sip-y,gos-sipy,1,3,2
impi,gos-sip-y,gos-sipy,1,3,2
backlog,gos-sip-y,gos-sipy,1,3,2
blot,gos-sip-y,gos-sipy,1,3,2
surcharge,gos-sip-y,gos-sipy,1,3,2
frailty,gos-sip-y,gos-sipy,1,3,2
polymath,gos-sip-y,gos-sipy,1,3,2
rashly,gos-sip-y,gos-sipy,1,3,2
beehive,gos-sip-y,gos-sipy,1,3,2
warning,gos-sip-y,gos-sipy,1,3,2
representational,gos-sip-y,gos-sipy,1,3,2
skiing,gos-sip-y,gos-sipy,1,3,2
karate,gos-sip-y,gos-sipy,1,3,2
phylactery,gos-sip-y,gos-sipy,1,3,2
cognizant,gos-sip-y,gos-sipy,1,3,2
breakable,gos-sip-y,gos-sipy,1,3,2
tutelary,gos-sip-y,gos-sipy,1,3,2
zip,gos-sip-y,gos-sipy,1,3,2
bodily,gos-sip-y,gos-sipy,1,3,2
fruity,gos-sip-y,gos-sipy,1,3,2
infarct,gos-sip-y,gos-sipy,1,3,2
subjugation,gos-sip-y,gos-sipy,1,3,2
bush,gos-sip-y,gos-sipy,1,3,2
recuperative,gos-sip-y,gos-sipy,1,3,2
december,gos-sip-y,gos-sipy,1,3,2
baggage,gos-sip-y,gos-sipy,1,3,2
shin,gos-sip-y,gos-sipy,1,3,2
candidate,gos-sip-y,gos-sipy,1,3,2
impairment,gos-sip-y,gos-sipy,1,3,2
externally,gos-sip-y,gos-sipy,1,3,2
sidelong,gos-sip-y,gos-sipy,1,3,2
multiform,gos-sip-y,gos-sipy,1,3,2
exasperation,gos-sip-y,gos-sipy,1,3,2
soap,gos-sip-y,gos-sipy,1,3,2
tutelage,gos-sip-y,gos-sipy,1,3,2
unaudited,gos-sip-y,gos-sipy,1,3,2
ecstatic,gos-sip-y,gos-sipy,1,3,2
floaty,gos-sip-y,gos-sipy,1,3,2
reliability,gos-sip-y,gos-sipy,1,3,2
intently,gos-sip-y,gos-sipy,1,3,2
sternly,gos-sip-y,gos-sipy,1,3,2
choker,gos-sip-y,gos-sipy,1,3,2
operable,gos-sip-y,gos-sipy,1,3,2
solitude,gos-sip-y,gos-sipy,1,3,2
vexing,gos-sip-y,gos-sipy,1,3,2
deserving,gos-sip-y,gos-sipy,1,3,2
fractal,gos-sip-y,gos-sipy,1,3,2
drip,gos-sip-y,gos-sipy,1,3,2
retouch,gos-sip-y,gos-sipy,1,3,2
coincident,gos-sip-y,gos-sipy,1,3,2
concentrate,gos-sip-y,gos-sipy,1,3,2
bedevil,gos-sip-y,gos-sipy,1,3,2
megavolt,gos-sip-y,gos-sipy,1,3,2
shark,gos-sip-y,gos-sipy,1,3,2
cheater,gos-sip-y,gos-sipy,1,3,2
talkie,gos-sip-y,gos-sipy,1,3,2
quilt,gos-sip-y,gos-sipy,1,3,2
deconstruct,gos-sip-y,gos-sipy,1,3,2
thesaurus,gos-sip-y,gos-sipy,1,3,2
meditate,gos-sip-y,gos-sipy,1,3,2
capacitance,gos-sip-y,gos-sipy,1,3,2
satisfyingly,gos-sip-y,gos-sipy,1,3,2
suffice,gos-sip-y,gos-sipy,1,3,2
realism,gos-sip-y,gos-sipy,1,3,2
survivor,gos-sip-y,gos-sipy,1,3,2
gum,gos-sip-y,gos-sipy,1,3,2
sectarianism,gos-sip-y,gos-sipy,1,3,2
dryer,gos-sip-y,gos-sipy,1,3,2
dextrose,gos-sip-y,gos-sipy,1,3,2
preen,gos-sip-y,gos-sipy,1,3,2
woodwind,gos-sip-y,gos-sipy,1,3,2
pregnant,gos-sip-y,gos-sipy,1,3,2
harmonium,gos-sip-y,gos-sipy,1,3,2
draw,gos-sip-y,gos-sipy,1,3,2
tower,gos-sip-y,gos-sipy,1,3,2
loll,gos-sip-y,gos-sipy,1,3,2
deafen,gos-sip-y,gos-sipy,1,3,2
drat,gos-sip-y,gos-sipy,1,3,2
bandwidth,gos-sip-y,gos-sipy,1,3,2
rife,gos-sip-y,gos-sipy,1,3,2
infinitesimal,gos-sip-y,gos-sipy,1,3,2
egalitarian,gos-sip-y,gos-sipy,1,3,2
shampoo,gos-sip-y,gos-sipy,1,3,2
mismanage,gos-sip-y,gos-sipy,1,3,2
provoking,gos-sip-y,gos-sipy,1,3,2
middling,gos-sip-y,gos-sipy,1,3,2
convulsive,gos-sip-y,gos-sipy,1,3,2
steer,gos-sip-y,gos-sipy,1,3,2
jab,gos-sip-y,gos-sipy,1,3,2
plaice,gos-sip-y,gos-sipy,1,3,2
dielectric,gos-sip-y,gos-sipy,1,3,2
peasant,gos-sip-y,gos-sipy,1,3,2
karakul,gos-sip-y,gos-sipy,1,3,2
clique,gos-sip-y,gos-sipy,1,3,2
potted,gos-sip-y,gos-sipy,1,3,2
waistband,gos-sip-y,gos-sipy,1,3,2
another,gos-sip-y,gos-sipy,1,3,2
embezzlement,gos-sip-y,gos-sipy,1,3,2
ovoid,gos-sip-y,gos-sipy,1,3,2
baldy,gos-sip-y,gos-sipy,1,3,2
grassroots,gos-sip-y,gos-sipy,1,3,2
joyous,gos-sip-y,gos-sipy,1,3,2
cruciform,gos-sip-y,gos-sipy,1,3,2
aortic,gos-sip-y,gos-sipy,1,3,2
doyen,gos-sip-y,gos-sipy,1,3,2
projection,gos-sip-y,gos-sipy,1,3,2
styrene,gos-sip-y,gos-sipy,1,3,2
bookshelf,gos-sip-y,gos-sipy,1,3,2
fame,gos-sip-y,gos-sipy,1,3,2
bugbear,gos-sip-y,gos-sipy,1,3,2
coffee,gos-sip-y,gos-sipy,1,3,2
pinstriped,gos-sip-y,gos-sipy,1,3,2
onion,gos-sip-y,gos-sipy,1,3,2
sabra,gos-sip-y,gos-sipy,1,3,2
purchase,gos-sip-y,gos-sipy,1,3,2
clump,gos-sip-y,gos-sipy,1,3,2
solidly,gos-sip-y,gos-sipy,1,3,2
blues,gos-sip-y,gos-sipy,1,3,2
challenger,gos-sip-y,gos-sipy,1,3,2
cadmium,gos-sip-y,gos-sipy,1,3,2
polygraph,gos-sip-y,gos-sipy,1,3,2
mending,gos-sip-y,gos-sipy,1,3,2
sewage,gos-sip-y,gos-sipy,1,3,2
uncleared,gos-sip-y,gos-sipy,1,3,2
rubbish,gos-sip-y,gos-sipy,1,3,2
flash,gos-sip-y,gos-sipy,1,3,2
bribery,gos-sip-y,gos-sipy,1,3,2
arguable,gos-sip-y,gos-sipy,1,3,2
unacceptably,gos-sip-y,gos-sipy,1,3,2
lush,gos-sip-y,gos-sipy,1,3,2
legend,gos-sip-y,gos-sipy,1,3,2
wobbler,gos-sip-y,gos-sipy,1,3,2
unease,gos-sip-y,gos-sipy,1,3,2
sugaring,gos-sip-y,gos-sipy,1,3,2
milieu,gos-sip-y,gos-sipy,1,3,2
rallying,gos-sip-y,gos-sipy,1,3,2
westward,gos-sip-y,gos-sipy,1,3,2
castration,gos-sip-y,gos-sipy,1,3,2
infrastructural,gos-sip-y,gos-sipy,1,3,2
treasure,gos-sip-y,gos-sipy,1,3,2
gaijin,gos-sip-y,gos-sipy,1,3,2
tomato,gos-sip-y,gos-sipy,1,3,2
marmot,gos-sip-y,gos-sipy,1,3,2
tautological,gos-sip-y,gos-sipy,1,3,2
frilly,gos-sip-y,gos-sipy,1,3,2
mile,gos-sip-y,gos-sipy,1,3,2
hypothesis,gos-sip-y,gos-sipy,1,3,2
souk,gos-sip-y,gos-sipy,1,3,2
sinewy,gos-sip-y,gos-sipy,1,3,2
latent,gos-sip-y,gos-sipy,1,3,2
intensity,gos-sip-y,gos-sipy,1,3,2
departmental,gos-sip-y,gos-sipy,1,3,2
enchantment,gos-sip-y,gos-sipy,1,3,2
summit,gos-sip-y,gos-sipy,1,3,2
swamp,gos-sip-y,gos-sipy,1,3,2
patriarchal,gos-sip-y,gos-sipy,1,3,2
habitual,gos-sip-y,gos-sipy,1,3,2
cornflakes,gos-sip-y,gos-sipy,1,3,2
gourmet,gos-sip-y,gos-sipy,1,3,2
encyclopedic,gos-sip-y,gos-sipy,1,3,2
authorship,gos-sip-y,gos-sipy,1,3,2
glee,gos-sip-y,gos-sipy,1,3,2
woody,gos-sip-y,gos-sipy,1,3,2
astronautics,gos-sip-y,gos-sipy,1,3,2
forfeiture,gos-sip-y,gos-sipy,1,3,2
drainage,gos-sip-y,gos-sipy,1,3,2
citrus,gos-sip-y,gos-sipy,1,3,2
chorea,gos-sip-y,gos-sipy,1,3,2
relatively,gos-sip-y,gos-sipy,1,3,2
goodbye,gos-sip-y,gos-sipy,1,3,2
input,gos-sip-y,gos-sipy,1,3,2
trappings,gos-sip-y,gos-sipy,1,3,2
spectrophotometer,gos-sip-y,gos-sipy,1,3,2
frighteningly,gos-sip-y,gos-sipy,1,3,2
rioting,gos-sip-y,gos-sipy,1,3,2
connectedness,gos-sip-y,gos-sipy,1,3,2
gangly,gos-sip-y,gos-sipy,1,3,2
punctually,gos-sip-y,gos-sipy,1,3,2
tabernacle,gos-sip-y,gos-sipy,1,3,2
entity,gos-sip-y,gos-sipy,1,3,2
baboon,gos-sip-y,gos-sipy,1,3,2
lambda,gos-sip-y,gos-sipy,1,3,2
quirky,gos-sip-y,gos-sipy,1,3,2
ironmonger,gos-sip-y,gos-sipy,1,3,2
chroma,gos-sip-y,gos-sipy,1,3,2
uncontrollable,gos-sip-y,gos-sipy,1,3,2
strictly,gos-sip-y,gos-sipy,1,3,2
deft,gos-sip-y,gos-sipy,1,3,2
opprobrium,gos-sip-y,gos-sipy,1,3,2
conversationalist,gos-sip-y,gos-sipy,1,3,2
bitch,gos-sip-y,gos-sipy,1,3,2
exoneration,gos-sip-y,gos-sipy,1,3,2
macrophage,gos-sip-y,gos-sipy,1,3,2
cravat,gos-sip-y,gos-sipy,1,3,2
seaborne,gos-sip-y,gos-sipy,1,3,2
hammer,gos-sip-y,gos-sipy,1,3,2
unvoiced,gos-sip-y,gos-sipy,1,3,2
rigidify,gos-sip-y,gos-sipy,1,3,2
petrified,gos-sip-y,gos-sipy,1,3,2
inconsiderable,gos-sip-y,gos-sipy,1,3,2
dystrophy,gos-sip-y,gos-sipy,1,3,2
busybody,gos-sip-y,gos-sipy,1,3,2
bumper,gos-sip-y,gos-sipy,1,3,2
fear,gos-sip-y,gos-sipy,1,3,2
fatherly,gos-sip-y,gos-sipy,1,3,2
carnival,gos-sip-y,gos-sipy,1,3,2
ketchup,gos-sip-y,gos-sipy,1,3,2
resumption,gos-sip-y,gos-sipy,1,3,2
eject,gos-sip-y,gos-sipy,1,3,2
adapt,gos-sip-y,gos-sipy,1,3,2
antenatal,gos-sip-y,gos-sipy,1,3,2
iterate,gos-sip-y,gos-sipy,1,3,2
snub,gos-sip-y,gos-sipy,1,3,2
loan,gos-sip-y,gos-sipy,1,3,2
overwrite,gos-sip-y,gos-sipy,1,3,2
factotum,gos-sip-y,gos-sipy,1,3,2
conference,gos-sip-y,gos-sipy,1,3,2
swivel,gos-sip-y,gos-sipy,1,3,2
inhabit,gos-sip-y,gos-sipy,1,3,2
pursue,gos-sip-y,gos-sipy,1,3,2
outguess,gos-sip-y,gos-sipy,1,3,2
brittle,gos-sip-y,gos-sipy,1,3,2
cowslip,gos-sip-y,gos-sipy,1,3,2
retentivity,gos-sip-y,gos-sipy,1,3,2
captivating,gos-sip-y,gos-sipy,1,3,2
culprit,gos-sip-y,gos-sipy,1,3,2
hipster,gos-sip-y,gos-sipy,1,3,2
rubbery,gos-sip-y,gos-sipy,1,3,2
calculator,gos-sip-y,gos-sipy,1,3,2
weightlessness,gos-sip-y,gos-sipy,1,3,2
fiddly,gos-sip-y,gos-sipy,1,3,2
unfruitful,gos-sip-y,gos-sipy,1,3,2
fructose,gos-sip-y,gos-sipy,1,3,2
marked,gos-sip-y,gos-sipy,1,3,2
deter,gos-sip-y,gos-sipy,1,3,2
ukulele,gos-sip-y,gos-sipy,1,3,2
heartily,gos-sip-y,gos-sipy,1,3,2
undiplomatic,gos-sip-y,gos-sipy,1,3,2
hypothalamus,gos-sip-y,gos-sipy,1,3,2
endoscope,gos-sip-y,gos-sipy,1,3,2
stratus,gos-sip-y,gos-sipy,1,3,2
trading,gos-sip-y,gos-sipy,1,3,2
dairying,gos-sip-y,gos-sipy,1,3,2
cachet,gos-sip-y,gos-sipy,1,3,2
carping,gos-sip-y,gos-sipy,1,3,2
discreetly,gos-sip-y,gos-sipy,1,3,2
numeracy,gos-sip-y,gos-sipy,1,3,2
dogfight,gos-sip-y,gos-sipy,1,3,2
lioness,gos-sip-y,gos-sipy,1,3,2
pyramidal,gos-sip-y,gos-sipy,1,3,2
ruminant,gos-sip-y,gos-sipy,1,3,2
innings,gos-sip-y,gos-sipy,1,3,2
shrub,gos-sip-y,gos-sipy,1,3,2
quart,gos-sip-y,gos-sipy,1,3,2
indict,gos-sip-y,gos-sipy,1,3,2
energetic,gos-sip-y,gos-sipy,1,3,2
pachyderm,gos-sip-y,gos-sipy,1,3,2
complainant,gos-sip-y,gos-sipy,1,3,2
intimidation,gos-sip-y,gos-sipy,1,3,2
astrolabe,gos-sip-y,gos-sipy,1,3,2
backslash,gos-sip-y,gos-sipy,1,3,2
doc,gos-sip-y,gos-sipy,1,3,2
breathe,gos-sip-y,gos-sipy,1,3,2
pedagogy,gos-sip-y,gos-sipy,1,3,2
stalagmite,gos-sip-y,gos-sipy,1,3,2
refractive,gos-sip-y,gos-sipy,1,3,2
turban,gos-sip-y,gos-sipy,1,3,2
principle,gos-sip-y,gos-sipy,1,3,2
purloin,gos-sip-y,gos-sipy,1,3,2
command,gos-sip-y,gos-sipy,1,3,2
overloaded,gos-sip-y,gos-sipy,1,3,2
interactive,gos-sip-y,gos-sipy,1,3,2
slaughter,gos-sip-y,gos-sipy,1,3,2
winger,gos-sip-y,gos-sipy,1,3,2
residency,gos-sip-y,gos-sipy,1,3,2
heat,gos-sip-y,gos-sipy,1,3,2
programming,gos-sip-y,gos-sipy,1,3,2
displease,gos-sip-y,gos-sipy,1,3,2
telephoto,gos-sip-y,gos-sipy,1,3,2
fretful,gos-sip-y,gos-sipy,1,3,2
reactive,gos-sip-y,gos-sipy,1,3,2
ghetto,gos-sip-y,gos-sipy,1,3,2
mania,gos-sip-y,gos-sipy,1,3,2
prebendary,gos-sip-y,gos-sipy,1,3,2
coppery,gos-sip-y,gos-sipy,1,3,2
jerked,gos-sip-y,gos-sipy,1,3,2
flooding,gos-sip-y,gos-sipy,1,3,2
symbolism,gos-sip-y,gos-sipy,1,3,2
macrobiotic,gos-sip-y,gos-sipy,1,3,2
overwrought,gos-sip-y,gos-sipy,1,3,2
entrenchment,gos-sip-y,gos-sipy,1,3,2
individualist,gos-sip-y,gos-sipy,1,3,2
gunfire,gos-sip-y,gos-sipy,1,3,2
inhibitor,gos-sip-y,gos-sipy,1,3,2
rarefaction,gos-sip-y,gos-sipy,1,3,2
clad,gos-sip-y,gos-sipy,1,3,2
width,gos-sip-y,gos-sipy,1,3,2
backbone,gos-sip-y,gos-sipy,1,3,2
equator,gos-sip-y,gos-sipy,1,3,2
concussed,gos-sip-y,gos-sipy,1,3,2
awaken,gos-sip-y,gos-sipy,1,3,2
flintlock,gos-sip-y,gos-sipy,1,3,2
packaging,gos-sip-y,gos-sipy,1,3,2
variegated,gos-sip-y,gos-sipy,1,3,2
tribe,gos-sip-y,gos-sipy,1,3,2
parsimony,gos-sip-y,gos-sipy,1,3,2
outstrip,gos-sip-y,gos-sipy,1,3,2
underlie,gos-sip-y,gos-sipy,1,3,2
motor,gos-sip-y,gos-sipy,1,3,2
cobweb,gos-sip-y,gos-sipy,1,3,2
waterfall,gos-sip-y,gos-sipy,1,3,2
bounteous,gos-sip-y,gos-sipy,1,3,2
magazine,gos-sip-y,gos-sipy,1,3,2
fossa,gos-sip-y,gos-sipy,1,3,2
clamber,gos-sip-y,gos-sipy,1,3,2
plucky,gos-sip-y,gos-sipy,1,3,2
vanity,gos-sip-y,gos-sipy,1,3,2
thereabouts,gos-sip-y,gos-sipy,1,3,2
presidency,gos-sip-y,gos-sipy,1,3,2
ordain,gos-sip-y,gos-sipy,1,3,2
kid,gos-sip-y,gos-sipy,1,3,2
hindbrain,gos-sip-y,gos-sipy,1,3,2
infill,gos-sip-y,gos-sipy,1,3,2
hooray,gos-sip-y,gos-sipy,1,3,2
unrelated,gos-sip-y,gos-sipy,1,3,2
eggshell,gos-sip-y,gos-sipy,1,3,2
firsthand,gos-sip-y,gos-sipy,1,3,2
monogram,gos-sip-y,gos-sipy,1,3,2
overwriting,gos-sip-y,gos-sipy,1,3,2
relight,gos-sip-y,gos-sipy,1,3,2
perforce,gos-sip-y,gos-sipy,1,3,2
backward,gos-sip-y,gos-sipy,1,3,2
necromancer,gos-sip-y,gos-sipy,1,3,2
scheming,gos-sip-y,gos-sipy,1,3,2
midway,gos-sip-y,gos-sipy,1,3,2
wade,gos-sip-y,gos-sipy,1,3,2
warp,gos-sip-y,gos-sipy,1,3,2
glans,gos-sip-y,gos-sipy,1,3,2
showcase,gos-sip-y,gos-sipy,1,3,2
fuddled,gos-sip-y,gos-sipy,1,3,2
mastoid,gos-sip-y,gos-sipy,1,3,2
holidaymaker,gos-sip-y,gos-sipy,1,3,2
onager,gos-sip-y,gos-sipy,1,3,2
gleeful,gos-sip-y,gos-sipy,1,3,2
applaud,gos-sip-y,gos-sipy,1,3,2
offense,gos-sip-y,gos-sipy,1,3,2
starfish,gos-sip-y,gos-sipy,1,3,2
confirm,gos-sip-y,gos-sipy,1,3,2
era,gos-sip-y,gos-sipy,1,3,2
contributory,gos-sip-y,gos-sipy,1,3,2
finding,gos-sip-y,gos-sipy,1,3,2
exclamation,gos-sip-y,gos-sipy,1,3,2
plangent,gos-sip-y,gos-sipy,1,3,2
promoter,gos-sip-y,gos-sipy,1,3,2
flowering,gos-sip-y,gos-sipy,1,3,2
centroid,gos-sip-y,gos-sipy,1,3,2
soccer,gos-sip-y,gos-sipy,1,3,2
pacifism,gos-sip-y,gos-sipy,1,3,2
cresting,gos-sip-y,gos-sipy,1,3,2
jailer,gos-sip-y,gos-sipy,1,3,2
lumen,gos-sip-y,gos-sipy,1,3,2
discourse,gos-sip-y,gos-sipy,1,3,2
brainchild,gos-sip-y,gos-sipy,1,3,2
undemocratic,gos-sip-y,gos-sipy,1,3,2
unyielding,gos-sip-y,gos-sipy,1,3,2
warehouse,gos-sip-y,gos-sipy,1,3,2
paperweight,gos-sip-y,gos-sipy,1,3,2
buttress,gos-sip-y,gos-sipy,1,3,2
purchaser,gos-sip-y,gos-sipy,1,3,2
unprecedented,gos-sip-y,gos-sipy,1,3,2
snobbery,gos-sip-y,gos-sipy,1,3,2
perversely,gos-sip-y,gos-sipy,1,3,2
steering,gos-sip-y,gos-sipy,1,3,2
mister,gos-sip-y,gos-sipy,1,3,2
checkmate,gos-sip-y,gos-sipy,1,3,2
mumbling,gos-sip-y,gos-sipy,1,3,2
tearfully,gos-sip-y,gos-sipy,1,3,2
queerly,gos-sip-y,gos-sipy,1,3,2
skilled,gos-sip-y,gos-sipy,1,3,2
vestigial,gos-sip-y,gos-sipy,1,3,2
coerce,gos-sip-y,gos-sipy,1,3,2
greenery,gos-sip-y,gos-sipy,1,3,2
saturday,gos-sip-y,gos-sipy,1,3,2
libertarian,gos-sip-y,gos-sipy,1,3,2
flowery,gos-sip-y,gos-sipy,1,3,2
imperturbable,gos-sip-y,gos-sipy,1,3,2
tree,gos-sip-y,gos-sipy,1,3,2
unconvinced,gos-sip-y,gos-sipy,1,3,2
asphyxia,gos-sip-y,gos-sipy,1,3,2
receive,gos-sip-y,gos-sipy,1,3,2
ringlet,gos-sip-y,gos-sipy,1,3,2
millennium,gos-sip-y,gos-sipy,1,3,2
dub,gos-sip-y,gos-sipy,1,3,2
doomed,gos-sip-y,gos-sipy,1,3,2
lanky,gos-sip-y,gos-sipy,1,3,2
deductible,gos-sip-y,gos-sipy,1,3,2
champ,gos-sip-y,gos-sipy,1,3,2
debatable,gos-sip-y,gos-sipy,1,3,2
disapprove,gos-sip-y,gos-sipy,1,3,2
demography,gos-sip-y,gos-sipy,1,3,2
religious,gos-sip-y,gos-sipy,1,3,2
dashboard,gos-sip-y,gos-sipy,1,3,2
wreckage,gos-sip-y,gos-sipy,1,3,2
cremate,gos-sip-y,gos-sipy,1,3,2
severe,gos-sip-y,gos-sipy,1,3,2
between,gos-sip-y,gos-sipy,1,3,2
helpline,gos-sip-y,gos-sipy,1,3,2
denigration,gos-sip-y,gos-sipy,1,3,2
hibernation,gos-sip-y,gos-sipy,1,3,2
fez,gos-sip-y,gos-sipy,1,3,2
silhouette,gos-sip-y,gos-sipy,1,3,2
uneasiness,gos-sip-y,gos-sipy,1,3,2
eiderdown,gos-sip-y,gos-sipy,1,3,2
dearie,gos-sip-y,gos-sipy,1,3,2
octopus,gos-sip-y,gos-sipy,1,3,2
dash,gos-sip-y,gos-sipy,1,3,2
muddy,gos-sip-y,gos-sipy,1,3,2
sinker,gos-sip-y,gos-sipy,1,3,2
maths,gos-sip-y,gos-sipy,1,3,2
vicissitude,gos-sip-y,gos-sipy,1,3,2
thaumaturge,gos-sip-y,gos-sipy,1,3,2
uncounted,gos-sip-y,gos-sipy,1,3,2
responsible,gos-sip-y,gos-sipy,1,3,2
